10.0,40.0,70.0,100.0,130.0,160.0,190.0,220.0,250.0,280.0,310.0,340.0
5,5,5,4,5,4,5,5,3,4,6,5
6,5,4,6,4,4,3,3,3,1,4,5
5,6,4,4,3,3,3,2,4,4,6,5
4,4,3,3,3,2,4,4,6,4,5,6
2,3,3,3,4,4,6,5,3,7,5,4
3,3,4,4,6,4,5,6,4,5,3,3
4,4,5,4,4,4,5,4,2,3,3,2
1,1,2,5,5,5,5,5,6,2,1,1
1,3,4,5,5,5,6,4,3,2,1,1
2,5,5,5,5,4,5,1,1,1,2,2
4,6,5,4,5,4,3,1,1,1,1,4
5,5,3,5,4,1,1,1,1,1,1,5
5,5,6,4,3,1,1,1,1,3,3,5
5,5,4,1,1,1,1,1,1,5,5,4
6,4,3,1,1,1,1,3,4,6,4,6
5,1,1,1,1,1,1,5,5,4,5,5
3,1,1,1,1,3,4,6,6,4,6,4
1,1,1,1,2,4,5,5,4,5,5,1
1,1,1,3,4,6,5,5,5,5,3,1
0,1,4,5,5,3,8,3,1,0,0,0
1,2,5,4,4,5,4,2,0,0,0,0
2,4,5,5,4,5,3,1,0,0,0,0
3,8,5,3,4,4,1,0,0,0,0,0
5,4,3,4,6,2,0,0,0,0,0,1
6,5,4,5,3,1,0,0,0,0,1,3
5,3,4,4,1,0,0,0,0,0,2,6
5,5,7,2,0,0,0,0,0,1,4,3
5,5,3,1,0,0,0,0,1,3,5,4
4,4,1,0,0,0,0,0,2,7,4,3
7,2,0,0,0,0,0,1,4,4,4,4
3,1,0,0,0,0,1,3,5,4,5,5
1,0,0,0,0,0,2,7,4,4,5,4
0,0,0,0,0,1,4,4,4,6,7,2
0,0,0,0,1,3,5,5,5,5,3,1
0,0,0,0,2,7,5,4,5,4,1,0
0,0,0,1,4,4,3,5,8,2,0,0
0,0,1,3,5,5,5,5,4,1,0,0
0,0,2,7,5,4,5,5,2,0,0,0
